product_id,code,name,cached_stock,actual_stock,difference,status,issue
92,3433422408586,LRP LIPIKAR SURG LIQUID T400ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
93,3662361000999,SVR CLAIRIAL NIGHT PEEL 50ML,10.0,2.0,-8.0,MISMATCH,CACHE_MISMATCH
94,3662361001835,SVR SEBIACLEAR ACTIVE+ RENO 40ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
95,3662361003402,SVR SEBIACLEAR GEL MOUSSANT 400ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
96,3662361003037,SVR CLAIRIAL SPF50+ LUM VISIBLE 50ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
97,3662361003396,SVR SEBIACLEAR GEL MOUSSANT 200ML,10.0,2.0,-8.0,MISMATCH,CACHE_MISMATCH
98,3401360167872,SVR SENSIFINE AR CREME 40ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
99,3401381328993,SVR SPIRIAL ROLL\'ON 50ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
100,3662361003860,SVR SPIRIAL ROLL\'ON NAT 50ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
101,3662361001880,SVR TOPIALYSE GEL LAVANT 200ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
102,3662361001705,SVR SUN SECURE CREME SPF50+ RENO 50ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
103,3401381381981,SVR TOPIALYSE MAINS SECHES 50ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
104,3661434006159,UR BARIEDERM CICA CREME REPAR T 15ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
105,3661434004735,UR BARIEDERM CICA CREME T 40ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
106,3661434008962,UR BARIEDERM CICA GEL NETTOYANT  T 200ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
107,3661434009778,UR DEPIDERM SPF50+ SOIN DE JOUR F 30ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
108,3661434005459,UR BARIEDERM CICA LEVRES PROT T 15ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
109,3661434011931,UR BARIEDERM CICA-DAILY SERUM FP 30ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
110,3661434011979,UR BARIESUN SPF50+ FLUID 100 F 50ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
111,3661434008917,UR BARIESUN SPF50+ FLUIDE ANTI TACHE T 40ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
112,3661434009525,UR EAU THERM. SERUM BOOSTER H.A. 30ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
113,3661434000515,UR EAU THERMALE SPR 150ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
114,3661434007408,UR DS HAIR SHAMP EQUILIBRANT  F 200ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
115,5999566330483,GG MIGHTY MELT,10.0,7.0,-3.0,MISMATCH,CACHE_MISMATCH
116,5999566330261,GG JELLY JOKER,5.0,1.0,-4.0,MISMATCH,CACHE_MISMATCH
117,5999566330247,GG LIQUID HYDRATION,5.0,6.0,1.0,MISMATCH,CACHE_MISMATCH
118,5999566330445,GG HAPPIER BARRIER,5.0,4.0,-1.0,MISMATCH,CACHE_MISMATCH
119,5999566330155,GG C-GLOW,3.0,6.0,3.0,MISMATCH,CACHE_MISMATCH
120,5999566330643,GG POWER PEPTIDES,9.0,3.0,-6.0,MISMATCH,CACHE_MISMATCH
121,5999566330148,GG aPAD,9.0,7.0,-2.0,MISMATCH,CACHE_MISMATCH
122,5999566330162,GG B-Bomb,4.0,6.0,2.0,MISMATCH,CACHE_MISMATCH
123,5999566330360,GG Porefectly Clear,8.0,4.0,-4.0,MISMATCH,CACHE_MISMATCH
124,5999566330131,GG HA 5 Rich,5.0,8.0,3.0,MISMATCH,CACHE_MISMATCH
125,8806133613801,DRC ROYAL VITA PROPOLIS 33 AMPOULE JUMBO,6.0,4.0,-2.0,MISMATCH,CACHE_MISMATCH
126,8809076776473,BTS VEGAN RETINAL BAKUCHIOL SERUM,5.0,6.0,1.0,MISMATCH,CACHE_MISMATCH
127,8809844993101,JART CERAMIDIN SKIN BARRIER MOISTURIZING CREAM,5.0,1.0,-4.0,MISMATCH,CACHE_MISMATCH
128,8809724477271,JART Pore-remedy PHA Exfoliating Serum,5.0,5.0,0.0,OK,
131,3337871328795,VICHY LIFTACTIV SUPR HA CREM JOUR 50ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
132,3337871308612,VICHY EAU TH MINERALISANTE 150ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
133,3337871330262,VICHY SH ANTIPE CH SEC F200ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
134,3337871330286,VICHY SH ANTIPE CH GR F200ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
135,3337871311292,VICHY DT SH ENERGISAN FL200ML,10.0,2.0,-8.0,MISMATCH,CACHE_MISMATCH
136,3337871310592,VICHY AEROSOL AT INTENSE 48H 125ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
137,3337871320362,VICHY BILLE AT CONTROLE EXTR 72H 50ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
138,3337871320379,VICHY BILLE DEO PS 50ML 48H,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
139,3337871323622,VICHY CS EMULSION TOUCHER SEC SPF50 50ML,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
140,3337875837149,VICHY VCS F UV CLEAR SPF50 40ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
141,3337875762298,VICHY CS FLUIDE UV-AGE DAILY SPF50+,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
142,3337871322502,VICHY Liftactive Supreme Nuit 50ml,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
143,3337875607254,VICHY LIFT COLLAGEN SPE JOUR J50ML,10.0,2.0,-8.0,MISMATCH,CACHE_MISMATCH
144,3337871322502,LIFT DAY CR COLLAGEN 50ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
145,898220015542,CGN Hydrolyzed Collagen Type I & III,8.0,8.0,0.0,OK,
146,733739032553,'NOW Melatonin,2.0,3.0,1.0,MISMATCH,CACHE_MISMATCH
147,793574995192,NC Prostate Support,4.0,4.0,0.0,OK,
148,733739015204,'NOW Zinc,2.0,6.0,4.0,MISMATCH,CACHE_MISMATCH
149,733739047212,'NOW Maca,2.0,4.0,2.0,MISMATCH,CACHE_MISMATCH
150,898220016938,'LAN Bee Propolis,0,5.0,5.0,MISMATCH,CACHE_MISMATCH
151,737870154112,'LE Glutathione,2.0,3.0,1.0,MISMATCH,CACHE_MISMATCH
152,609492800206,MRM Moringa Leaf 600mg,3.0,3.0,0.0,OK,
153,810014679372,NUTRI L-Theanine 200mg,5.0,3.0,-2.0,MISMATCH,CACHE_MISMATCH
154,087614020730,'SWANSON Albion®,0,1.0,1.0,MISMATCH,CACHE_MISMATCH
155,087614019132,SWANSON Tri-Fiber Complex,4.0,3.0,-1.0,MISMATCH,CACHE_MISMATCH
156,733739024107,'NOW Brewer\'s Yeast,2.0,4.0,2.0,MISMATCH,CACHE_MISMATCH
157,305731347623,'CENTRUM Men\'s Multivitamin Gummies,2.0,4.0,2.0,MISMATCH,CACHE_MISMATCH
158,305731348064,'CENTRUM Women\'s Multivitamin Gummies,2.0,3.0,1.0,MISMATCH,CACHE_MISMATCH
159,898220009527,CGN Omega-3 Premium Fish Oil,8.0,4.0,-4.0,MISMATCH,CACHE_MISMATCH
160,737870190431,LF NAD+ Cell Regenerator,3.0,3.0,0.0,OK,
161,810126660732,'FF NMN,2.0,2.0,0.0,OK,
162,733739031556,'NOW Hyaluronic Acid,2.0,4.0,2.0,MISMATCH,CACHE_MISMATCH
163,733739032515,'NOW Astaxanthin,2.0,3.0,1.0,MISMATCH,CACHE_MISMATCH
164,737870889069,'LE Rhodiola Extract,2.0,6.0,4.0,MISMATCH,CACHE_MISMATCH
165,733739029263,'NOW Probiotic-10,2.0,4.0,2.0,MISMATCH,CACHE_MISMATCH
166,087614111360,'SWANSON Full Spectrum® Korean Red Ginseng Root,2.0,3.0,1.0,MISMATCH,CACHE_MISMATCH
167,087614028033,'SWANSON Albion,2.0,0.0,-2.0,MISMATCH,CACHE_MISMATCH
168,087614110097,'SWANSON Glucosamine,2.0,3.0,1.0,MISMATCH,CACHE_MISMATCH
169,898220009312,'CGN Gold C™,2.0,3.0,1.0,MISMATCH,CACHE_MISMATCH
170,087614019574,SWANSON Full Spectrum® Ashwagandha,7.0,6.0,-1.0,MISMATCH,CACHE_MISMATCH
171,8435415080385,Scandal Absolu Homme,2.0,0.0,-2.0,MISMATCH,CACHE_MISMATCH
172,888066075145,Ombré Leather,2.0,2.0,0.0,OK,
173,888066004503,Tobacco Vanilla,2.0,2.0,0.0,OK,
174,3700559603116,Baccarat Rouge,2.0,2.0,0.0,OK,
175,3700559602188,L’Eau De La Rose,2.0,2.0,0.0,OK,
176,370055966513,Oud Satin Mood,2.0,2.0,0.0,OK,
177,3700559605905,PARFUM Baccarat Rouge Extrait,2.0,2.0,0.0,OK,
178,3700559613610,PARFUM MAISON FRA KUR  724,2.0,2.0,0.0,OK,
179,3614272761469,Donna Born In Roma,2.0,2.0,0.0,OK,
180,3614273790826,Donna Born In Roma Intense,2.0,2.0,0.0,OK,
181,3614273261425,VALENTINO Uomo Born In Roma Yellow Dream,2.0,2.0,0.0,OK,
182,842185115861,Santal 33,2.0,2.0,0.0,OK,
183,3700578502681,Haltane,2.0,2.0,0.0,OK,
184,3700578502322,Layton,2.0,2.0,0.0,OK,
185,3700578521002,Delina,2.0,2.0,0.0,OK,
186,3700578503046,Valaya,2.0,2.0,0.0,OK,
187,3348901687164,PARFUM OUD ISPAHAN,2.0,1.0,-1.0,MISMATCH,CACHE_MISMATCH
188,506037918881,Burlington 1819,2.0,2.0,0.0,OK,
189,506037917389,Oceania,2.0,2.0,0.0,OK,
190,8681008055180,Hacivat,2.0,2.0,0.0,OK,
191,8681008055173,Hundred Silent Ways,2.0,2.0,0.0,OK,
192,3605521932105,Jazz Club,2.0,2.0,0.0,OK,
193,3614273939973,From The Garden,2.0,2.0,0.0,OK,
194,7340032806182,Bal d’Afrique,2.0,2.0,0.0,OK,
195,7340032806168,Gypsy Water,2.0,2.0,0.0,OK,
196,VV4006,NO. 4006 Fragrance Oil for Cold Air Diffusers - In,0.0,0.0,0.0,OK,
197,VV004002,VV NO. 4002 Fragrance Oil for Cold Air Diffusers -,2.0,2.0,0.0,OK,
198,VV003115,VV NO. 3115 Fragrance Oil for Cold Air Diffusers -,2.0,2.0,0.0,OK,
199,VV000100,VV NO. 100 Fragrance Oil for Cold Air Diffusers - ,2.0,2.0,0.0,OK,
200,VV000044,VV NO. 44 Fragrance Oil for Cold Air Diffusers - J,2.0,2.0,0.0,OK,
201,VV003600,VV NO. 3600 Fragrance Oil for Cold Air Diffusers -,2.0,2.0,0.0,OK,
202,VV003400,VV NO. 3400 Fragrance Oil for Cold Air Diffusers -,2.0,2.0,0.0,OK,
203,VV000050,VV NO. 50 Fragrance Oil for Cold Air Diffusers - M,2.0,2.0,0.0,OK,
204,VV001001,VV NO. 1001 Fragrance Oil for Cold Air Diffusers -,2.0,2.0,0.0,OK,
205,VV001304,VV NO. 1304 Fragrance Oil for Cold Air Diffusers -,2.0,2.0,0.0,OK,
206,VV001000,VV NO. 1000 Fragrance Oil for Cold Air Diffusers -,2.0,2.0,0.0,OK,
207,VVJuniper,VVJuniper Berry Essential Oil,1.0,1.0,0.0,OK,
209,VVhyssop,VV Hyssop Essential Oil,1.0,1.0,0.0,OK,
211,Vvclarysage,VV Clary Sage Essential Oil,1.0,1.0,0.0,OK,
216,Vveucalyptus,VV Eucalyptus Globulus Essential Oil,3.0,3.0,0.0,OK,
217,VVTTAAA,VV Tea Tree AAA Essential Oil,3.0,3.0,0.0,OK,
218,D001,Portable Aroma and Essential Oil diffuser with LED,8.0,7.0,-1.0,MISMATCH,CACHE_MISMATCH
219,D0002,Ceramic Aroma and Essential Ultrasonic Oil Diffuse,8.0,8.0,0.0,OK,
220,D0003,Large Aroma and Essntial Ultrasonic Oil Diffuser 5,8.0,8.0,0.0,OK,
221,SimplyVital,'SimplyVital Collagen,5.0,0.0,-5.0,MISMATCH,CACHE_MISMATCH
222,Viora,Bamboo Tea & Lemongrass Scented Candle and Reed Di,100.0,98.0,-2.0,MISMATCH,HIGH_STOCK_VERIFY
223,3700281702835,TOP DA GEL NETTOYANT SURGRAS 500ML,10.0,2.0,-8.0,MISMATCH,CACHE_MISMATCH
224,3700281702873,TOP ULTRA HYDRATANT GOMMAGE DOUCEUR V&C 200ml,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
225,3700281703955,TOP MELA PAIN EXFOLIANT UNIFIANT 150gr,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
226,3700281705003,TOP MELA SERUM ECLAT ANTI-TACHES 30ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
227,3700281703030,TOP DA PROTECT BAUME EMOLLIENT 500ML DUO,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
228,3700281702415,TOP ULTRA HYDRATANT GEL DOUCHE 500ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
229,3700281702293,TOP ULTRA HYDRATANT CORPS 500ML DUO,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
230,3700281702583,TOP DA PROTECT BAUME EMOLLIENT 200ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
231,3700281702682,TOP CICA CREME APAISANTE 40ml,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
232,3700281704464,TOP MELA LAIT UNIFIANT UH 200ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
233,3700281702446,TOP ULTRA HYDRATANT STICK LEVRES 4GR,10.0,0.0,-10.0,MISMATCH,CACHE_MISMATCH
234,3700281703573,TOP AC CONTROL SOIN MATIFIANT 40ML,10.0,2.0,-8.0,MISMATCH,CACHE_MISMATCH
235,3700281703269,TOP AC CONTROL GEL NETTOYANT PURIF 400ML,10.0,-2.0,-12.0,MISMATCH,NEGATIVE_STOCK
236,3700281704334,TOP H+ CR HYDRA  ECLAT LEGERE 40ML,10.0,1.0,-9.0,MISMATCH,CACHE_MISMATCH
